Class,Stage,Parent,Power Core Ability,Strength Bonus,Intelligence Bonus,Wisdom Bonus,Constitution Bonus,Charisma Bonus,Dexterity Bonus,Attack Bonus,Defense Bonus,Magic Bonus,Magic Defense Bonus,Weapons,Off Hands,Armor,Helmets,Class Description,Node ID,Lane,Column,Row,Kind,Name,Cost,Level,Prerequisites,Node Description
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.lance-sweep,Polearm Discipline,3,1,ability,Lance Sweep,1,35,lancer.ability.polearm-proficiency,"Sweep a polearm through the target for normal weapon damage, reducing its Speed for two turns."
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.extended-reach,Polearm Assault,3,2,ability,Extended Reach,1,40,lancer.ability.lance-sweep,A main-hand polearm removes the accuracy penalty against flying creatures.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.zephyrstrike,Polearm Assault,3,3,ability,Zephyrstrike,1,45,lancer.ability.extended-reach,You strike with the timing of a sudden gale.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.swing-and-bash,Polearm Assault,3,4,ability,Swing & Bash,1,50,lancer.ability.zephyrstrike,Follow a weapon attack with a shield attack.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.promotion.dragoon,Jump Core,3,7,promotion,Promote: Dragoon,3,60,lancer.ability.vigilant-landing; lancer.ability.polearm-excellence,
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.polearm-proficiency,Polearm Discipline,4,0,ability,Polearm Proficiency,1,,,"You can wield a two-handed polearm with a shield, but your accuracy and damage suffer."
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.polearm-excellence,Polearm Assault,4,5,ability,Polearm Excellence,2,55,lancer.ability.polearm-proficiency,You can wield a two-handed polearm with a shield without accuracy or damage penalties.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.phalanx,Polearm Guard,5,1,ability,Phalanx,1,35,lancer.ability.polearm-proficiency,Gain defensive advantage while wielding a polearm in the main hand.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.critical-vigor,Polearm Guard,5,2,ability,Critical Vigor,1,40,lancer.ability.phalanx,Critical weapon hits have a chance to restore health.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.health.health-1,Polearm Guard,5,3,health,+50 HP,1,45,lancer.ability.critical-vigor,Permanently increase maximum HP by 50.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.dragon-soul,Polearm Guard,5,4,ability,Dragon Soul,1,50,lancer.health.health-1,Lethal damage has a chance to leave you at 1 HP and grant the next turn.
Lancer,First Promotion,Warrior,,2,0,0,2,1,1,3,3,0,2,Sword; Polearm,Shield,Medium; Heavy,Medium; Heavy,Lancers are typically more at home on the back of a horse but one benefit this affords is the skill to wield a two-handed polearm while also using a shield. They are also adept at leaping high into the air and driving that polearm into their enemies.,lancer.ability.true-strike,Unbound,6,3,ability,True Strike,1,,,Attack that is guaranteed to hit at the cost of damage.
