Class,Stage,Parent,Power Core Ability,Strength Bonus,Intelligence Bonus,Wisdom Bonus,Constitution Bonus,Charisma Bonus,Dexterity Bonus,Attack Bonus,Defense Bonus,Magic Bonus,Magic Defense Bonus,Weapons,Off Hands,Armor,Helmets,Class Description,Node ID,Lane,Column,Row,Kind,Name,Cost,Level,Prerequisites,Node Description
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.bind-spirit,Xenid Choice,1,4,talent,Bind Xenid - Spirit,1,,conjurer.ability.conjure-spirit,Permanently choose either Agloolik or Izulu as the Spirit Xenid for this Calling.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.bind-fiend,Xenid Choice,1,5,talent,Bind Xenid - Fiend,1,,conjurer.ability.conjure-fiend,Permanently choose either Hala or Lamashtu as the Fiend Xenid for this Calling.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.bind-celestial,Xenid Choice,1,6,talent,Bind Xenid - Celestial,1,,conjurer.ability.conjure-celestial,Permanently choose either Seraphim or Bardi as the Celestial Xenid for this Calling.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.bind-dragon,Xenid Choice,1,7,talent,Bind Xenid - Dragon,1,,conjurer.ability.conjure-dragon,Permanently choose either Tiamat or Zahhak as the Dragon Xenid for this Calling.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.animal-ultimate,Xenid Ultimate,2,1,talent,Animal Ultimate,1,,thaumaturgist.talent.bind-animal,Unlock the ultimate ability of the chosen Animal Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.humanoid-ultimate,Xenid Ultimate,2,2,talent,Humanoid Ultimate,1,,thaumaturgist.talent.bind-humanoid,Unlock the ultimate ability of the chosen Humanoid Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.monster-ultimate,Xenid Ultimate,2,3,talent,Monster Ultimate,1,,thaumaturgist.talent.bind-monster,Unlock the ultimate ability of the chosen Monster Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.spirit-ultimate,Xenid Ultimate,2,4,talent,Spirit Ultimate,1,,thaumaturgist.talent.bind-spirit,Unlock the ultimate ability of the chosen Spirit Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.fiend-ultimate,Xenid Ultimate,2,5,talent,Fiend Ultimate,1,,thaumaturgist.talent.bind-fiend,Unlock the ultimate ability of the chosen Fiend Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.celestial-ultimate,Xenid Ultimate,2,6,talent,Celestial Ultimate,1,,thaumaturgist.talent.bind-celestial,Unlock the ultimate ability of the chosen Celestial Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.dragon-ultimate,Xenid Ultimate,2,7,talent,Dragon Ultimate,1,,thaumaturgist.talent.bind-dragon,Unlock the ultimate ability of the chosen Dragon Xenid.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.healsummon,Conduit,3,2,ability,Heal Summon,1,65,,Restore HP and MP to all owned summons.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.conduitcommand,Conduit,3,3,ability,Conduit Command,1,70,thaumaturgist.ability.healsummon,Empower the active summon's next non-Recall action.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.raisesummon,Conduit,3,4,ability,Raise Summon,1,75,thaumaturgist.ability.conduitcommand,"In combat, restore the Xenid that just fell. The rite refunds part of the conduit lost on death."
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.talent.conduit-mastery,Conduit,3,5,talent,Conduit Mastery,2,80,thaumaturgist.ability.raisesummon,Amplifies the effects the Thaumaturgist's chosen Xenids have on the caster.
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.miracleblade,Miracles,4,2,ability,Miracle Blade,2,65,,"Consume a Reality Fragment to make an unavoidable blade that ignores defense, evasion, shields, and resistance."
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.miracleshackles,Miracles,4,3,ability,Miracle Shackles,2,70,thaumaturgist.ability.miracleblade,"Consume a Reality Fragment to hold a target prone for 3 turns without an evasion check, immunity check, or escape roll."
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.miraclepotion,Miracles,4,4,ability,Miracle Potion,2,75,thaumaturgist.ability.miracleshackles,"Consume a Reality Fragment to create both a Master Health Potion and Master Mana Potion, even in town and without a cooldown."
Thaumaturgist,Second Promotion,Conjurer,Eternal Conduit,0,3,3,0,4,1,0,1,5,5,Dagger; Staff,Tome,Cloth,Cloth,"The Thaumaturgist perfects seven Xenid Callings, strengthening those permanent bonds with invocations, Miracles, revival, and conduit rites.",thaumaturgist.ability.miraclecrystal,Miracles,4,5,ability,Miracle Crystal,2,80,thaumaturgist.ability.miraclepotion,Consume a Reality Fragment to create a crystal that generates mana from nothing and bursts across every enemy after 4 turns.
