Class,Stage,Parent,Power Core Ability,Strength Bonus,Intelligence Bonus,Wisdom Bonus,Constitution Bonus,Charisma Bonus,Dexterity Bonus,Attack Bonus,Defense Bonus,Magic Bonus,Magic Defense Bonus,Weapons,Off Hands,Armor,Helmets,Class Description,Node ID,Lane,Column,Row,Kind,Name,Cost,Level,Prerequisites,Node Description
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.shadow-curtain,Veilcraft,2,1,ability,Shadow Curtain,1,65,shadowcaster.ability.invisibility,"Cloak yourself in shadow, slowing nearby enemies and empowering attacks."
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.alacrity,Veilcraft,2,2,ability,Alacrity,1,70,shadowcaster.ability.shadow-curtain,"While invisible, increase Speed by 25%."
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.sciophobia,Veilcraft,2,3,ability,Sciophobia,1,75,shadowcaster.ability.alacrity,"While Shadow Curtain is active, attackers may become haunted and risk Fear each turn."
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.nightmare,Nightmares,3,0,ability,Nightmare,1,,,Twist fear into shadow damage against the enemy.
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.night-terror,Nightmares,3,3,ability,Night Terror,1,75,shadowcaster.ability.nightmare,"Increase Terrify damage by 25%, or by 50% when the target is asleep."
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.desoul,Nightmares,3,4,ability,Desoul,1,80,shadowcaster.ability.night-terror,"Removes the soul from the enemy, instantly killing it."
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.death-becomes-us,Nightmares,3,5,ability,Death Becomes Us,2,85,shadowcaster.ability.desoul,"Desoul kills darken the dungeon, costing unsighted enemies initiative and increasing all Shadow damage."
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.indiscriminate-provocation,Familiar Mastery,4,1,ability,Indiscriminate Provocation,2,75,,Homunculus Goad succeeds more often and confuses its target into attacking allies.
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.uno-reverse-card,Familiar Mastery,4,2,ability,Uno Reverse Card,2,75,,Fairy Cleanse reverses cured status effects into beneficial effects.
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.night-moves,Familiar Mastery,4,3,ability,Night Moves,2,75,,Mephit can cast two spells per turn while Shade of Ahool is active.
Shadowcaster,Second Promotion,Warlock,Shade of Ahool,0,3,2,1,0,1,1,1,5,3,Dagger; Staff,Tome,Cloth,Cloth,"The Shadowcaster is highly attuned to the dark arts and can conjure the most demonic of powers, including the practicing of forbidden blood magic.",shadowcaster.ability.bullionaire,Familiar Mastery,4,4,ability,Bullionaire,2,75,,"Jinkin Gold Toss uses endless heavy bullion, deals double damage, and increases combat gold."
