Class,Stage,Parent,Power Core Ability,Strength Bonus,Intelligence Bonus,Wisdom Bonus,Constitution Bonus,Charisma Bonus,Dexterity Bonus,Attack Bonus,Defense Bonus,Magic Bonus,Magic Defense Bonus,Weapons,Off Hands,Armor,Helmets,Class Description,Node ID,Lane,Column,Row,Kind,Name,Cost,Level,Prerequisites,Node Description
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.shield-ricochet,Melee,2,4,ability,Shield Ricochet,1,80,crusader.ability.true-piercing-strike,"Throw your shield through all enemies, dealing physical damage with a chance to stun each target for 1 turn."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.triple-strike,Melee,2,5,ability,Triple Strike,1,85,crusader.ability.shield-ricochet,Strike the enemy three times in quick succession.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.repel-the-wicked,Spells,3,0,ability,Repel the Wicked,1,,,Attempt to drive a fiend or undead foe from combat. A foe marked by Condemnation is disintegrated on a successful cast.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.smite-2,Spells,3,1,ability,Smite II,1,65,crusader.ability.repel-the-wicked,"The power of light rebukes the enemy, adding bonus holy damage to a successful main-hand attack roll and dealing additional damage to Undead."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.sanctification,Spells,3,2,ability,Sanctification,1,70,crusader.ability.smite-2,Passive: Increase Holy damage by 50%.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.undead-hunter,Spells,3,3,ability,Undead Hunter,1,75,crusader.ability.sanctification,"Passive: The presence of Undead enemies increases Speed, initiative, and critical strike chance."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.smite-3,Spells,3,6,ability,Smite III,2,90,crusader.ability.undead-hunter,"The power of light rebukes the enemy, adding bonus holy damage to a successful main-hand attack roll and dealing additional damage to Undead and Fiends."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.dispel,Healing,4,0,ability,Dispel,1,,,"Cast an anti-magic spell on your foe, removing any positive status effects."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.cleanse,Healing,4,1,ability,Cleanse,1,65,crusader.ability.dispel,You feel all ailments leave your body like a draught of panacea.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.heal-2,Healing,4,2,ability,Heal II,1,70,crusader.ability.cleanse,A glowing light envelopes your body and heals you for a percentage of the target's health.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.radiant-healing,Healing,4,3,ability,Radiant Healing,1,75,crusader.ability.heal-2,Passive: Healing spells cast in combat damage an enemy for 10% of the amount healed as Holy damage.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.prayer-of-faith,Healing,4,5,ability,Prayer of Faith,2,85,crusader.ability.radiant-healing,"Below 10% health, invoke a random miracle: heal to full, gain a brief all-damage barrier, or unleash Holy damage on all enemies."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.divine-protection,Protection,5,0,ability,Divine Protection,1,,,"A shimmering aura envelops the user, shielding them with the celestial power of the Divine. While active, Divine Protection fortifies defenses, significantly reducing incoming physical damage."
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.posturing,Protection,5,2,ability,Posturing,1,70,crusader.ability.divine-protection,You know how to present an impossible target; increased chance of parrying when defending.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.talent.consecrated-bulwark,Protection,5,3,talent,Consecrated Bulwark,1,75,crusader.ability.posturing,Increase Magic Defense by 30% and improve every form of Oath's Shelter.
Crusader,Second Promotion,Paladin,Divine Aegis,2,0,2,2,1,0,3,3,2,2,Sword; Club; Longsword; Hammer,Shield,Medium; Heavy,Medium; Heavy,"The Crusader is a holy warrior, who values order and justice above all else. Crusaders continue the path of the paladin, fully embracing all aspects that carry over.",crusader.ability.divine-protection-2,Protection,5,4,ability,Divine Protection II,2,80,crusader.talent.consecrated-bulwark,Greatly increase Defense for five turns and weaken nearby enemies for three turns.
