Name,Class ID,Type,Subtype,Value,Rarity,Weight,Damage,Critical Chance,Hands,Offhand Eligible,Armor,Modifier,Element,Restricted To,Restricted Against,Ultimate,Random Drop,Unequipped,Description
Gaia's Branch,GaiasBranch,OffHand,Rod,75000,0.2,3,,,,,,50,,,,False,True,False,"Mother Earth embodies all the living things, including the tree of life. As a sacrifice to combat those who try to hurt her, a single branch was removed and infused with the power of her domain. All earth-based spells gain double the bonus to spell damage."
Moonlit Hazel Rod,MoonlitHazelRod,OffHand,Rod,45000,0.4,2,,,,,,45,,,,False,True,False,"Hazel harvested under a clear moon and capped with silver. It answers elemental signs with a quieter, stronger pulse."
Photon Sphere Scepter,UltimaScepter,OffHand,Rod,250000,0.01,5,,,,,,100,,,,False,True,False,"Crafted to harness the pure, devastating power of the Photon Sphere spell, this scepter is an artifact of forbidden magic and unparalleled potency. The Photon Sphere Scepter channels immense energy directly into the spell, making it a weapon of unmatched finality in battle, doubling the bonus to spell damage."
Rainbow Rod,RainbowRod,OffHand,Rod,200000,0.05,3,,,,,,80,,,,False,True,False,"A radiant rod imbued with the essence of every elemental power, the Rainbow Rod amplifies the user's spells across all types, enhancing each with a vibrant, prismatic aura. All elemental spells gain double the bonus to spell damage."
Scepter of Ifrit,ScepterIfrit,OffHand,Rod,75000,0.2,3,,,,,,50,,,,False,True,False,A flaming scepter imbued by the wrath of Ifrit. All fire-based spells gain double the bonus to spell damage.
Willow Divining Rod,WillowDiviningRod,OffHand,Rod,12000,0.6,1,,,,,,30,,,,False,True,False,"A fresh willow switch wrapped in copper thread. It is humble work, but the forked tip answers many questions."
Zephyruswand,Zephyruswand,OffHand,Rod,75000,0.2,1,,,,,,50,,,,False,True,False,"As the God of the West Wind, Zephyrus lends his power to user. All wind-based spells gain double the bonus to spell damage."
Aspis,Aspis,OffHand,Shield,100,0.9,10,,,,,,0.1,,,,False,True,False,An aspis is a heavy wooden shield with a handle at the edge and is strapped to the forearm for greater mobility.
Buckler,Buckler,OffHand,Shield,25,0.95,2,,,,,,0.05,,,,False,True,False,A small round shield held by a handle or worn on the forearm.
Force Field,ForceField,OffHand,Shield,0,0,0,,,,,,0.1,,,,False,True,False,
Force Field,ForceField2,OffHand,Shield,0,0,0,,,,,,0.2,,,,False,True,False,
Force Field,ForceField3,OffHand,Shield,0,0,0,,,,,,0.3,,,,False,True,False,
Glagwa,Glagwa,OffHand,Shield,2500,0.75,13,,,,,,0.2,,,,False,True,False,A glagwa is a bell-shaped shield made from iron and covered with leather for improved durability.
Kite Shield,KiteShield,OffHand,Shield,15000,0.5,15,,,,,,0.25,,,,False,True,False,"A kite shield is a large, almond-shaped shield rounded at the top and curving down to a point or rounded point at the bottom. The term ""kite shield"" is a reference to the shield's unique shape, and is derived from its supposed similarity to a flying kite."
Medusa Shield,MedusaShield,OffHand,Shield,150000,0.05,25,,,,,,0.4,,,,False,True,False,A shield that has been polished to resemble a mirror. Said to be used to defeat the Gorgon Medusa. Reflects back some magic.
Pavise,Pavise,OffHand,Shield,42000,0.4,20,,,,,,0.3,,,,False,True,False,A pavise is an oblong shield similar to a tower shield that features a spike at the bottom to hold it in place to provide full body protection.
Svalinn,Svalinn,OffHand,Shield,75000,0.2,18,,,,,,0.35,,,,False,True,False,"The svalinn is a mythical shield that symbolizes protection and strength, often depicted as an essential element in the cosmic balance."
Targe,Targe,OffHand,Shield,500,0.85,7,,,,,,0.15,,,,False,True,False,"A targe is a circular, concave shield fitted with straps on the inside to be attached to the forearm, featuring metal studs on the face for durability and additional offensive power."
Book,Book,OffHand,Tome,25,0.95,1,,,,,,6,,,,False,True,False,A book of notes taken during the character's apprenticeship.
Codex of Eternity,CodexEternity,OffHand,Tome,150000,0.01,0,,,,,,130,,,,False,True,False,"A shimmering tome bound in starlight, with pages that shift and reform endlessly."
Compendium of the Ancients,CompendiumAncients,OffHand,Tome,65000,0.2,5,,,,,,65,,,,False,True,False,"A colossal tome filled with records of forgotten civilizations, written in a language lost to time."
Dragon Rouge,DragonRouge,OffHand,Tome,21000,0.5,4,,,,,,42,,,,False,True,False,"French for ""Red Dragon"", this mythical tome contains ancient knowledge passed down through the ages."
Elemental Primer,ElementalPrimer,OffHand,Tome,10000,0.75,2,,,,,,30,,,,False,True,False,A multi-colored tome that shifts between elemental motifs depending on its surroundings.
Infernal Grimoire,InfernalGrimoire,OffHand,Tome,2500,0.85,3,,,,,,22,,,,False,True,False,"A blackened, flame-wreathed book that burns to the touch but never turns to ash."
Magus,Magus,OffHand,Tome,90000,0.05,3,,,,,,90,,,,False,True,False,A book of magical art written by a powerful wizard.
Necronomicon,Necronomicon,OffHand,Tome,72000,0.2,6,,,,,,75,,Warlock; Necromancer,,False,True,False,"The Book of the Dead, a mystical grimoire written by an unknown author."
Tome of Knowledge,TomeKnowledge,OffHand,Tome,500,0.9,3,,,,,,14,,,,False,True,False,A tome containing secrets to enhancing spells.
Treatise of Balance,TreatiseBalance,OffHand,Tome,16000,0.6,3,,,,,,36,,,,False,True,False,"A weathered tome, marked with a taijitu, better known as the yin and yang symbol. The pages are filled with intricate diagrams illustrating the harmony of opposing forces."
Vedas,Vedas,OffHand,Tome,50000,0.4,4,,,,,,54,,,,False,True,False,"A large body of religious texts, consisting of some of the oldest holy teachings."
