Name,Class ID,Type,Subtype,Value,Rarity,Weight,Damage,Critical Chance,Hands,Offhand Eligible,Armor,Modifier,Element,Restricted To,Restricted Against,Ultimate,Random Drop,Unequipped,Description
Elemental Amulet,ElementalAmulet,Accessory,Pendant,100000,0.05,0.2,,,,,,Immune-Elemental,,,,False,True,False,"Legend claims the jewel of this amulet is actually the heart of a god, still turning with every color of creation."
Elemental Chain,ElementalChain,Accessory,Pendant,15000,0.4,0.2,,,,,,Resist-Elemental,,,,False,True,False,"Fashioned from the cores of elementals, this necklace shifts color as nearby magic changes shape."
Fire Amulet,FireAmulet,Accessory,Pendant,40000,0.2,0.2,,,,,,Immune-Fire,,,,False,True,False,An amulet with a ruby heart that burns like a banked coal.
Fire Chain,FireChain,Accessory,Pendant,8000,0.6,0.2,,,,,,Resist-Fire,,,,False,True,False,A necklace set with a warm ember-stone that glows brighter near open flame.
Garfunkel Pendant,GarfunkelPendant,Accessory,Pendant,23000,0.3,0.2,,,,,,Status-Silence,,,,False,True,False,The Sound of Silence can be deafening but not with this necklace.
Gold Necklace,GoldNecklace,Accessory,Pendant,22000,0.4,0.2,,,,,,+20 Magic Damage,,,,False,True,False,A gold-chained necklace that greatly improves the wearer's magic damage.
Gorgon Pendant,GorgonPendant,Accessory,Pendant,20000,0.4,0.2,,,,,,Status-Stone,,,,False,True,False,"Made from the scale of a Gorgon, this ring protects the wearer against petrification."
Ice Amulet,IceAmulet,Accessory,Pendant,40000,0.2,0.2,,,,,,Immune-Ice,,,,False,True,False,An amulet with a frost-white gem that leaves a chill on the skin.
Ice Chain,IceChain,Accessory,Pendant,8000,0.6,0.2,,,,,,Resist-Ice,,,,False,True,False,A necklace of pale crystal links that stay cold even in midsummer heat.
Invisibility Pendant,InvisibilityPendant,Accessory,Pendant,50000,0.1,0.2,,,,,,Invisible,,,,False,True,False,Makes the wearer invisible and harder to hit.
Levitation Pendant,LevitationPendant,Accessory,Pendant,30000,0.25,0.2,,,,,,Flying,,,,False,True,False,"Gives the wearer the ability to fly, making them harder to hit and immune to ground-based spells. The downfall is that Wind spells will hurt more."
Magic Pendant,MagicPendant,Accessory,Pendant,150000,0.01,0.2,,,,,,Magic Dodge,,,,False,True,False,An amulet that makes the wearer harder to hit with magic spells.
Pendant of Vision,VisionPendant,Accessory,Pendant,1200,0.9,0.2,,,,,,Vision,,,,False,True,False,A pendant that that gives information about the enemy.
Platinum Necklace,PlatinumNecklace,Accessory,Pendant,60000,0.1,0.2,,,,,,+50 Magic Damage,,,,False,True,False,A platinum-chained necklace that massively improves the wearer's magic damage.
Ribbon Pendant,RibbonPendant,Accessory,Pendant,150000,0.01,0,,,,,,Status-All,,,,False,True,False,"Forged from a rare mineral, this pendant provides the wearer with immunity from all negative status effects."
Ruby Locket,RubyLocket,Accessory,Pendant,1800,0.85,0.2,,,,,,+10 Magic Defense,,,,False,True,False,A ruby necklace that improves the wearer's magic defense.
Sapphire Locket,SapphireLocket,Accessory,Pendant,16000,0.5,0.2,,,,,,+20 Magic Defense,,,,False,True,False,A sapphire necklace that greatly improves the wearer's magic defense.
Silver Necklace,SilverNecklace,Accessory,Pendant,8000,0.75,0.2,,,,,,+10 Magic Damage,,,,False,True,False,A silver-chained necklace that improves the wearer's magic damage.
Water Amulet,WaterAmulet,Accessory,Pendant,40000,0.2,0.2,,,,,,Immune-Water,,,,False,True,False,An amulet with a deep blue gem that seems to ripple beneath its surface.
Water Chain,WaterChain,Accessory,Pendant,8000,0.6,0.2,,,,,,Resist-Water,,,,False,True,False,A necklace of blue-green links that beads with dew in dry air.
Wind Amulet,WindAmulet,Accessory,Pendant,40000,0.2,0.2,,,,,,Immune-Wind,,,,False,True,False,An amulet with a clear gem that feels almost weightless in the hand.
Wind Chain,WindChain,Accessory,Pendant,8000,0.6,0.2,,,,,,Resist-Wind,,,,False,True,False,A necklace of feather-light silver links that stir when no breeze is present.
Accuracy Ring,AccuracyRing,Accessory,Ring,25000,0.4,0.1,,,,,,Accuracy,,,,False,True,False,A ring that improves the wearer's weapon accuracy by 10%.
Barrier Ring,BarrierRing,Accessory,Ring,16000,0.5,0.1,,,,,,Block,,,,False,True,False,"A ring that increases the wearer's chance to block attacks by 25%, even without having a shield equipped."
Class Ring,ClassRing,Accessory,Ring,0,0,0.1,,,,,,Special,,,,False,True,False,A ring that changes depending on the wearer's specialty.
Evasion Ring,EvasionRing,Accessory,Ring,40000,0.2,0.1,,,,,,Dodge,,,,False,True,False,A ring that improves the wearer's chance to dodge.
Force Ring,ForceRing,Accessory,Ring,50000,0.1,0.1,,,,,,+50 Physical Damage,,,,False,True,False,A ring that massively improves the wearer's attack damage.
Iron Ring,IronRing,Accessory,Ring,2000,0.85,0.1,,,,,,+4 Physical Defense,,,,False,True,False,A ring that improves the wearer's defense.
Might Ring,MightRing,Accessory,Ring,24000,0.4,0.1,,,,,,+20 Physical Damage,,,,False,True,False,A ring that greatly improves the wearer's attack damage.
Power Ring,PowerRing,Accessory,Ring,5000,0.75,0.1,,,,,,+10 Physical Damage,,,,False,True,False,A ring that improves the wearer's attack damage.
Steel Ring,SteelRing,Accessory,Ring,20000,0.4,0.1,,,,,,+10 Physical Defense,,,,False,True,False,A ring that greatly improves the wearer's defense.
Titanium Ring,TitaniumRing,Accessory,Ring,45000,0.2,0.1,,,,,,+20 Physical Defense,,,,False,True,False,A ring that massively improves the wearer's defense.
Cloak of Enchantment,CloakEnchantment,Armor,Cloth,22000,0.5,3,,,,,14,0,,,,False,True,False,A magical cloak that shields the wearer from all forms of attack.
Cloth Cloak,ClothCloak,Armor,Cloth,200,0.9,2,,,,,4,0,,,,False,True,False,"An outdoor cloth garment, typically sleeveless, that hangs loosely from the shoulders."
Gold Cloak,GoldCloak,Armor,Cloth,7000,0.75,4,,,,,10,0,,,,False,True,False,A cloak weaved with strands of gold to improve protective power.
Robes of Merlin,MerlinRobe,Armor,Cloth,0,0.0,2,,,,,30,0,,,,False,True,False,The enchanted robes of Merlin the enchanter.
Silver Cloak,SilverCloak,Armor,Cloth,2500,0.85,3,,,,,6,0,,,,False,True,False,A cloak weaved with strands of silver to improve protective power.
Tarnkappe,Tarnkappe,Armor,Cloth,90000,0.2,1,,,,,24,0,,,,False,True,False,"A tarnkappe is a mythical garment that grants its wearer the power to become invisible and move undetected. The Tarnkappe is depicted as a dark, enchanted cloak or hood, embodying the idea of secrecy, stealth, and mysticism."
Tunic,Tunic,Armor,Cloth,60,0.95,2,,,,,2,0,,,,False,True,False,"A close-fitting short coat as part of a uniform, especially a police or military uniform."
Wizard's Robe,WizardRobe,Armor,Cloth,45000,0.4,4,,,,,20,0,,,,False,True,False,"A knee-length, long-sleeved robe with an impressive hood designed to add a mysterious feel to magic users."
Chain Mail,ChainMail,Armor,Heavy,1000,0.85,18,,,,,10,0,,,,False,True,False,"Made of interlocking metal rings, includes a layer of quilted fabric worn underneath the mail to prevent chafing and to cushion the impact of blows. The suit includes gauntlets."
Genji Armor,Genji,Armor,Heavy,0,0.0,25,,,,,50,0,,,,False,True,False,Mythical armor crafted by an unknown master blacksmith and embued with protective enchantments that allow the user to shrug off damage.
Maximilian,Maximilian,Armor,Heavy,110000,0.2,30,,,,,40,0,,,,False,True,False,"Maximilian armor is characterized by its intricate designs and full-coverage plates. Known for its effectiveness in both defense and mobility, this armor often features a distinctive fluted design, which not only enhances its aesthetic appeal but also reinforces the structure, providing extra strength without adding excessive weight."
Palangina,Palangina,Armor,Heavy,55000,0.4,30,,,,,30,0,,,,False,True,False,A Persian lamellar cuirass worked with fire-red and water-blue inlays.
Plate Mail,PlateMail,Armor,Heavy,27500,0.5,25,,,,,20,0,,,,False,True,False,"Armor consisting of shaped, interlocking metal plates to cover most of the body."
Ring Mail,RingMail,Armor,Heavy,200,0.95,15,,,,,8,0,,,,False,True,False,Leather armor with heavy rings sewn into it. The rings help reinforce the armor against blows from Swords and axes.
Splint Mail,Splint,Armor,Heavy,6000,0.75,20,,,,,14,0,,,,False,True,False,Armor made of narrow vertical strips of metal riveted to a backing of leather that is worn over cloth padding. Flexible chain mail protects the joints.
Cuirboulli,Cuirboulli,Armor,Light,3000,0.75,6,,,,,8,0,,,,False,True,False,"French for ""boiled leather"", this armor has increased rigidity for add protection"
Dragon Hide,DragonHide,Armor,Light,0,0.0,10,,,,,36,0,Fire,,,False,True,False,"Hide armor made from the scales of a red dragon, inconceivably light for this type of armor."
Leather Armor,LeatherArmor,Armor,Light,600,0.85,5,,,,,6,0,,,,False,True,False,"A protective covering made of animal hide, boiled to make it tough and rigid and worn over the torso to protect it from injury."
Mithril Coat,MithrilCoat,Armor,Light,95000,0.2,2,,,,,28,0,,,,False,True,False,"A mithril coat is a lightweight, shimmering shirt of armor made from mithril, a rare and incredibly strong metal. Known for its silver-like appearance and superior durability, the mithril coat offers exceptional protection while remaining much lighter than traditional steel armor."
Padded Armor,PaddedArmor,Armor,Light,75,0.95,4,,,,,4,0,,,,False,True,False,Consists of quilted layers of cloth and feathers to provide some protection from attack.
Studded Cuirboulli,StuddedCuirboulli,Armor,Light,42000,0.4,8,,,,,24,0,,,,False,True,False,Boiled leather armor embedded with iron studs to improve defensive capabilities.
Studded Leather,StuddedLeather,Armor,Light,20000,0.5,7,,,,,16,0,,,,False,True,False,Leather armor embedded with iron studs to improve defensive capabilities.
Breastplate,Breastplate,Armor,Medium,23500,0.5,15,,,,,18,0,,,,False,True,False,"Armor consisting of a fitted metal chest piece worn with supple leather. Although it leaves the legs and arms relatively unprotected, this armor provides good protection for the wearer's vital organs while leaving the wearer relatively unencumbered."
Chain Shirt,ChainShirt,Armor,Medium,800,0.85,12,,,,,8,0,,,,False,True,False,A type of armor consisting of small metal rings linked together in a pattern to form a mesh.
Half Plate,HalfPlate,Armor,Medium,46000,0.4,20,,,,,26,0,,,,False,True,False,Armor consisting of shaped metal plates that cover most of the wearer's body. It does not include leg Protection beyond simple greaves that are attached with leather straps.
Hide Armor,HideArmor,Armor,Medium,100,0.95,9,,,,,6,0,,,,False,True,False,A crude armor made from thick furs and pelts.
Klivanion,Klivanion,Armor,Medium,0,0.0,18,,,,,36,0,Electric,,,False,True,False,A lamellar breastplate whose charged plates lash attackers with lightning and can stun them in place.
Kusari,Kusari,Armor,Medium,100000,0.2,17,,,,,32,0,,,,False,True,False,"Kusari armor is made from interconnected metal rings, providing excellent flexibility and mobility. This chain mail offers robust protection while allowing for ease of movement, making it ideal for both ranged and close combat."
Scale Mail,ScaleMail,Armor,Medium,4000,0.75,10,,,,,10,0,,,,False,True,False,"Armor consisting of a coat and leggings of leather covered with overlapping pieces of metal, mimicking the scales of a fish."
Animal Hide,AnimalHide,Armor,Natural,0,0,0,,,,,4,0,,,,False,True,False,
Animal Hide,AnimalHide2,Armor,Natural,0,0,0,,,,,12,0,,,,False,True,False,
Carapace,Carapace,Armor,Natural,0,0,0,,,,,6,0,,,,False,True,False,
Cerberus Hide,CerberusHide,Armor,Natural,0,0,0,,,,,36,0,,,,False,True,False,
Demon Armor,DemonArmor,Armor,Natural,0,0,0,,,,,8,0,,,,False,True,False,
Demon Armor,DemonArmor2,Armor,Natural,0,0,0,,,,,20,0,,,,False,True,False,
Devil Skin,DevilSkin,Armor,Natural,0,0,0,100,,,,80,0,,,,False,True,False,
Dragon Scales,DragonScale,Armor,Natural,0,0,0,,,,,12,0,,,,False,True,False,
Metal Plating,MetalPlating,Armor,Natural,0,0,0,,,,,10,0,,,,False,True,False,
Snake Scales,SnakeScales,Armor,Natural,0,0,0,,,,,6,0,,,,False,True,False,
Snake Scales,SnakeScales2,Armor,Natural,0,0,0,,,,,6,0,,,,False,True,False,
Stone Armor,StoneArmor,Armor,Natural,0,0,0,,,,,8,0,,,,False,True,False,
Stone Armor,StoneArmor2,Armor,Natural,0,0,0,,,,,18,0,,,,False,True,False,
No Armor,NoArmor,Armor,None,0,0,0,,,,,0,0,,,,False,True,True,No armor equipped.
Ariadne's Diadem,AriadnesDiadem,Helmet,Cloth,0,0,1,,,,,12,0,,,,False,True,False,A legendary diadem whose threadlike filigree guides the wearer safely through impossible danger.
Circlet,Circlet,Helmet,Cloth,12000,0.4,2,,,,,8,0,,,Priest; Archbishop; Diviner; Astromancer,False,True,False,A thin metal circlet that focuses the wearer's will into a protective halo.
Cloth Cap,ClothCap,Helmet,Cloth,45,0.95,1,,,,,1,0,,,,False,True,False,A simple padded cap that offers modest protection without interfering with spellcasting.
Cohuleen Druith,CohuleenDruith,Helmet,Cloth,40000,0.2,1,,,,,10,0,Water,,,False,True,False,A fey cap steeped in old river magic and woven with reeds from a hidden ford.
Enchanted Hood,EnchantedHood,Helmet,Cloth,3500,0.5,1,,,,,5,0,,,,False,True,False,A hood embroidered with protective thread that turns aside glancing blows.
Jaapi,Jaapi,Helmet,Cloth,180,0.9,1,,,,,2,0,,,,False,True,False,A quilted cloth head wrap that cushions blows while staying light enough for spellwork.
Mitre Hat,MitreHat,Helmet,Cloth,10000,0.4,1,,,,,9,0,,Priest; Archbishop; Diviner; Astromancer,,False,True,False,A ceremonial mitre reinforced with sacred thread and geomantic sigils.
Turban,Turban,Helmet,Cloth,550,0.8,1,,,,,3,0,,,,False,True,False,Layered cloth wound into a protective wrap that softens glancing strikes.
Witch Hat,WitchHat,Helmet,Cloth,1600,0.65,1,,,,,4,0,,,,False,True,False,A tall enchanted hat stiffened with hidden ribs and protective wards.
Barbute,Barbute,Helmet,Heavy,3200,0.75,7,,,,,8,0,,,,False,True,False,A heavy helm with a T-shaped opening and strong cheek protection.
Close Helm,CloseHelm,Helmet,Heavy,62000,0.2,14,,,,,18,0,,,,False,True,False,A fully enclosing heavy helm with a fitted visor and reinforced gorget.
Great Helm,GreatHelm,Helmet,Heavy,13000,0.5,8,,,,,10,0,,,,False,True,False,A full steel helm with narrow eye slits and thick plates.
Iron Helm,IronHelm,Helmet,Heavy,160,0.95,6,,,,,4,0,,,,False,True,False,A heavy iron helmet that favors protection over comfort.
Kabuto,Kabuto,Helmet,Heavy,0,0,16,,,,,25,0,,,,False,True,False,A legendary heavy helm with layered plates and a commanding crest.
Kettle Helm,KettleHelm,Helmet,Heavy,1200,0.85,5,,,,,6,0,,,,False,True,False,A brimmed iron helmet that sheds blows away from the face and neck.
Plate Helm,PlateHelm,Helmet,Heavy,28000,0.4,9,,,,,12,0,,,,False,True,False,A masterwork plate helmet that completes a knight's heavy armor kit.
Arming Cap,ArmingCap,Helmet,Light,8500,0.5,3,,,,,5,0,,,,False,True,False,A reinforced cap worn under heavier helms or alone by light fighters.
Demon Cowl,DemonCowl,Helmet,Light,0,0,4,,,,,16,0,Death,,,False,True,False,A sinister cowl threaded with funereal charms and ash-dark silk.
Katapu,Katapu,Helmet,Light,18000,0.4,2,,,,,7,0,,,,False,True,False,A light protective headpiece built from layered plates and lacquered leather.
Leather Cap,LeatherCap,Helmet,Light,80,0.95,2,,,,,2,0,,,,False,True,False,A boiled leather cap that protects the head while keeping movement light.
Pith Helmet,PithHelmet,Helmet,Light,700,0.85,3,,,,,3,0,,,,False,True,False,A stiffened light helmet with a broad brim and padded crown.
Sōmen,Somen,Helmet,Light,48000,0.2,4,,,,,10,0,,,,False,True,False,A full-face light helm that protects without sacrificing agility.
War Mask,WarMask,Helmet,Light,1800,0.75,2,,,,,4,0,,,,False,True,False,A hardened leather mask shaped to intimidate and deflect cuts.
Cervelliere,Cervelliere,Helmet,Medium,10000,0.5,8,,,,,8,0,,,,False,True,False,A close-fitting steel skullcap that can be worn beneath other headgear.
Chain Coif,ChainCoif,Helmet,Medium,900,0.85,5,,,,,4,0,,,,False,True,False,A hood of interlocking metal rings worn under or instead of a helmet.
Helm of Rostam,HelmOfRostam,Helmet,Medium,0,0,8,,,,,19,Status-Berserk Status-Stun,,,,False,True,False,A heroic medium helm whose crest steadies the wearer against panic and stunning blows.
Kulah Khud,KulahKhud,Helmet,Medium,2400,0.75,4,,,,,6,0,,,,False,True,False,A domed medium helm with cheek guards and a mail aventail.
Scale Helm,ScaleHelm,Helmet,Medium,120,0.95,4,,,,,3,0,,,,False,True,False,A sturdy helmet of overlapping metal scales.
Tarnhelm,Tarnhelm,Helmet,Medium,55000,0.2,11,,,,,13,0,,,,False,True,False,A mythic helm that bends sight around its wearer and grants invisibility.
Tolga,Tolga,Helmet,Medium,22000,0.4,6,,,,,10,0,,,,False,True,False,A heavy medium helm with reinforced bands and a high nasal guard.
Visored Sallet,VisoredSallet,Helmet,Medium,22000,0.4,6,,,,,10,0,,,,False,True,False,A fitted steel helmet with a narrow visor and strong neck guard.
No Helmet,NoHelmet,Helmet,None,0,0,0,,,,,0,0,,,,False,True,True,No helmet equipped.
Dragon's Tear,DragonTear,Misc,Ability,0,0.01,0,,,,,,0,,,,False,True,False,A crystallized tear shed by a dragon. Said to contain the essence of draconic vitality and regeneration. Extremely rare.
Throwing Daggers,ThrowingDaggers,Misc,Ammunition,1000,0.7,0,,,,,,0,,,,False,False,False,A pack used by Hidden Blade. Daggers remaining: 10.
Armor Piercing Bolts,ArmorPiercingBolts,Misc,Crossbow Bolts,1200,0.6,0,,,,,,0,,,,False,False,False,Hardened bolts that ignore armor. Bolts remaining: 10.
Delayed Bolts,DelayedBolts,Misc,Crossbow Bolts,32000,0.1,0,,,,,,0,,,,False,False,False,Bolts that explode one turn after attaching. Bolts remaining: 10.
Heat-Seeking Bolts,HeatSeekingBolts,Misc,Crossbow Bolts,6000,0.4,0,,,,,,0,,,,False,False,False,Bolts that curve toward warm targets. Bolts remaining: 10.
Magic Bolts,MagicBolts,Misc,Crossbow Bolts,2500,0.5,0,,,,,,0,,,,False,False,False,Arcane ammunition for a Magic Crossbow. Bolts remaining: 10.
Metal Bolts,MetalBolts,Misc,Crossbow Bolts,600,0.7,0,,,,,,0,,,,False,False,False,Durable ammunition with a high recovery chance. Bolts remaining: 10.
Napalm Bolts,NapalmBolts,Misc,Crossbow Bolts,15000,0.2,0,,,,,,0,,,,False,False,False,Explosive bolts that spread burning material. Bolts remaining: 10.
Wooden Bolts,WoodenBolts,Misc,Crossbow Bolts,250,0.75,0,,,,,,0,,,,False,False,False,Fragile wooden crossbow ammunition. Bolts remaining: 10.
Cryptic Key,CrypticKey,Misc,Key,0,0,0,,,,,,0,,,,False,True,False,"A pristine key forged by Griswold. Its purpose is shrouded in mystery, but it feels important."
Key,Key,Misc,Key,500,0.9,0,,,,,,0,,,,False,True,False,Unlocks a locked chest but is consumed.
Master Key,MasterKey,Misc,Key,0,0,0,,,,,,0,,,,False,True,False,Unlocks doors that may lead to either valuable treasure or to powerful enemies.
Old Key,OldKey,Misc,Key,50000,0.5,0,,,,,,0,,,,False,True,False,Unlocks doors that may lead to either valuable treasure or to powerful enemies.
Censer of Choking Ash,CenserOfChokingAsh,Misc,Magic Tool,5000,0.35,0,,,,,,0,,,,False,True,False,A reusable censer that blankets the surrounding area in choking smoke. Required to cast Obscuration.
Oculus,Oculus,Misc,Magic Tool,35000,0.25,0,,,,,,0,,,,False,True,False,An expensive arcane lens that reveals the telltale shimmer of fake walls.
Bird Fat,BirdFat,Misc,Quest,0,0.1,0,,,,,,0,,,,False,True,False,"The fat from a bird, used as a fuel for lamps."
Cursed Hops,CursedHops,Misc,Quest,0,1,0,,,,,,0,,,,False,True,False,"Hops from a cursed tree, these flower are used primarily in the creation of beer and other beverages, as well as herbal medicines."
Dead Soldier,DeadSoldier,Misc,Quest,0,0,100,,,,,,0,,,,False,True,False,The partially eaten body of a very green soldier. He never stood a chance...
Elemental Mote,ElementalMote,Misc,Quest,0,1,0,,,,,,0,,,,False,True,False,The elemental core of a Myrmidon.
Feather,Feather,Misc,Quest,0,0.5,0,,,,,,0,,,,False,True,False,The feather of a bird.
Jester Token,JesterToken,Misc,Quest,0,0,0,,,,,,0,,,,False,True,False,A carnival token that shimmers with magical energy. These are required to breach the Jester's inner sanctum.
Leather,Leather,Misc,Quest,0,0.5,0,,,,,,0,,,,False,True,False,"The dried skin of an animal, used for various purposes."
Mystery Meat,MysteryMeat,Misc,Quest,0,0.5,0,,,,,,0,,,,False,True,False,Unknown meat with a strange smell. Maybe you could do something with this.
Phylactery,Phylactery,Misc,Quest,0,0.05,0,,,,,,0,,,,False,True,False,"The soul artifcat of a Lich, given up willingly to achieve immortality."
Power Core,PowerCore,Misc,Quest,0,1,0,,,,,,0,,,,False,True,False,The power source of a Golem.
Rat Tail,RatTail,Misc,Quest,0,1,0,,,,,,0,,,,False,True,False,The tail of a rat.
Scrap Metal,ScrapMetal,Misc,Quest,0,0.5,0,,,,,,0,,,,False,True,False,A chunk of metal.
Snake Skin,SnakeSkin,Misc,Quest,0,1,0,,,,,,0,,,,False,True,False,The skin of a snake.
Ticket Piece,TicketPiece,Misc,Quest,0,0,0,,,,,,0,,,,False,True,False,A scrap of a lottery ticket with a few numbers on it.
Acorn,Acorn,Misc,Reagent,25,0.5,0,,,,,,0,,,,False,True,False,A hardy oak seed prized by druids for growth rites.
Fungus Spore,FungusSpore,Misc,Reagent,25,0.5,0,,,,,,0,,,,False,True,False,A powdery spore bundle useful in poison and decay rites.
Hemlock Root,HemlockRoot,Misc,Reagent,25,0.5,0,,,,,,0,,,,False,True,False,A bitter root gathered for dangerous druidic mixtures.
Reality Fragment,RealityFragment,Misc,Reagent,100000,0.01,0,,,,,,0,,,,False,True,False,A splinter of impossible matter. Thaumaturgists consume it to force a Miracle past the ordinary laws of conjuration.
Soul Gem,SoulGem,Misc,Reagent,5000,0,0,,,,,,0,,,,False,True,False,A crystallized soul used to barter for stronger fiend-contract outcomes.
Vine Seed,VineSeed,Misc,Reagent,25,0.5,0,,,,,,0,,,,False,True,False,A coiled seed that hums with grasping green life.
Blank Scroll,BlankScroll,Misc,Scroll,2500,0.45,0,,,,,,0,,,,False,True,False,A prepared scroll with enough receptive ink to hold one stolen spell.
Bless Scroll,BlessScroll,Misc,Scroll,1000,0.9,0,,,,,,0,,,,False,True,False,"Scroll inscribed with an incantation allowing the user to cast Bless, which increases attack damage for several turns. The scroll will be consumed when it is out of charges."
Boost Scroll,BoostScroll,Misc,Scroll,8000,0.6,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the heal spell Boost. The scroll will be consumed when it is out of charges.
Cleanse Scroll,CleanseScroll,Misc,Scroll,4000,0.7,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the holy spell Cleanse. The scroll will be consumed when it is out of charges.
Death Scroll,DeathScroll,Misc,Scroll,15000,0.4,0,,,,,,0,,,,False,True,False,"Scroll inscribed with an incantation allowing the user to cast Desoul, which can kill the target. The scroll will be consumed when it is out of charges."
Dispel Scroll,DispelScroll,Misc,Scroll,10000,0.5,0,,,,,,0,,,,False,True,False,"Scroll inscribed with an incantation allowing the user to cast Dispel, which can remove all positive status effects from the target. The scroll will be consumed when it is out of charges."
Earth Scroll,EarthScroll,Misc,Scroll,3000,0.75,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the earth spell Tremor. The scroll will be consumed when it is out of charges.
Electric Scroll,ElectricScroll,Misc,Scroll,3000,0.75,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the electric spell Shock. The scroll will be consumed when it is out of charges.
Fire Scroll,FireScroll,Misc,Scroll,3000,0.75,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the fire spell Firebolt. The scroll will be consumed when it is out of charges.
Holy Scroll,HolyScroll,Misc,Scroll,4000,0.7,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the holy spell Holy. The scroll will be consumed when it is out of charges.
Ice Scroll,IceScroll,Misc,Scroll,3000,0.75,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the ice spell Ice Lance. The scroll will be consumed when it is out of charges.
Photon Sphere Scroll,UltimaScroll,Misc,Scroll,100000,0.01,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the powerful Photon Sphere. The scroll will be consumed when it is out of charges.
Sanctuary Scroll,SanctuaryScroll,Misc,Scroll,50000,0.25,0,,,,,,0,,,,False,True,False,"Scroll inscribed with an incantation allowing the user to cast Sanctuary, which can return the user to town. The scroll will be consumed when it is out of charges."
Scroll,Scroll,Misc,Scroll,0,0,0,,,,,,0,,,,False,True,False,Base class for scrolls.
Shadow Scroll,ShadowScroll,Misc,Scroll,4000,0.7,0,,,,,,0,,,,False,True,False,Scroll inscribed with an incantation allowing the user to cast the shadow spell Shadow Bolt. The scroll will be consumed when it is out of charges.
Sheet Music: Battle Hymn,BattleHymnSheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A martial hymn for battle.
"Sheet Music: Bones, Thugs, and Harmony",BonesThugsHarmonySheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A graveyard harmony.
Sheet Music: Chorus Time,ChorusTimeSheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A looping chorus.
Sheet Music: Gold Trigger,GoldTriggerSheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A glittering trigger phrase.
Sheet Music: Low-defense-ian Rhapsody,LowDefenseRhapsodySheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A tune that lowers defenses.
Sheet Music: Ode to the Ramparts,RampartsOdeSheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A protective ode.
Sheet Music: Scores and Scores Score,ScoresAndScoresScoreSheet,Misc,Scroll,2500,0,0,,,,,,0,,,,False,True,False,A score about scoring.
