Name,Class ID,Type,Subtype,Value,Rarity,Weight,Damage,Critical Chance,Hands,Offhand Eligible,Armor,Modifier,Element,Restricted To,Restricted Against,Ultimate,Random Drop,Unequipped,Description
Kris,Kris,Weapon,Dagger,5000,0.75,3,14,0.25,1,True,,0,,,,False,True,False,"A Kris is an asymmetrical dagger with distinctive blade-patterning achieved through alternating laminations of iron and nickelous iron, easily identified by its distinct wavy blade."
Kukri,Kukri,Weapon,Dagger,42000,0.4,4,26,0.4,1,True,,0,,,,False,True,False,"A kukri is a traditional Nepalese knife, recognized for its distinctive inwardly curved blade that widens towards the tip. The blade's unique design delivers powerful strikes, making it ideal for combat, especially in close quarters."
Rondel,Rondel,Weapon,Dagger,17000,0.5,3,22,0.33,1,True,,0,,,,False,True,False,"A type of dagger with a stiff-blade, named for the round hand guard and round or spherical pommel."
Bagh Nahk,BaghNahk,Weapon,Fist,45000,0.4,1,30,0.25,1,True,,0,,,,False,True,False,"The bagh nahk is a 'fist-load, claw-like' dagger designed to fit over the knuckles or be concealed under and against the palm."
Battle Gauntlet,BattleGauntlet,Weapon,Fist,20000,0.5,3,24,0.2,1,True,,0,,,,False,True,False,"A battle gauntlet is a type of glove that protects the hand and wrist of a combatant, constructed with metal platings to inflict additional damage."
Brass Knuckles,BrassKnuckles,Weapon,Fist,2000,0.85,1,12,0.1,1,True,,0,,,,False,True,False,Brass knuckles are pieces of metal shaped to fit around the knuckles to add weight during hand-to-hand combat.
Cestus,Cestus,Weapon,Fist,7500,0.75,1,16,0.15,1,True,,0,,,,False,True,False,A cestus is a battle glove that is typically used in gladiatorial events.
God's Hand,GodsHand,Weapon,Fist,0,0,0,52,0.33,1,True,,0,Holy,,,True,True,False,"With the appearance of an ordinary white glove, this weapon is said to be imbued with the power of God."
Indra's Fist,IndrasFist,Weapon,Fist,80000,0.2,1,40,0.3,1,True,,0,Electric,,,False,True,False,"Indra's Fist is a powerful weapon named after the Hindu god of thunder and lightning and is said to embody the sheer force and power of a thunderstorm. The weapon crackles with electric energy, emitting a faint glow as if it holds the essence of a storm within."
Earth Hammer,EarthHammer,Weapon,Hammer,29000,0.5,20,50,0.15,2,False,,0,Earth,,,False,True,False,"A large, 2-handed hammer infused with the power of Gaia."
Great Maul,GreatMaul,Weapon,Hammer,60000,0.4,30,72,0.2,2,False,,0,,,,False,True,False,A great maul looks similar to a sledgehammer but is significantly larger in all aspects.
Skullcrusher,Skullcrusher,Weapon,Hammer,0,0,25,120,0.25,2,False,,0,,,,True,True,False,A massive hammer with the power to pulverize an enemy's skull to powder.
Sledgehammer,Sledgehammer,Weapon,Hammer,800,0.9,20,14,0.075,2,False,,0,,,,False,True,False,"A sledgehammer is a tool with a large, flat, metal head, attached to a long handle that gathers momentum during a swing to apply a large force upon the target."
Spike Maul,SpikeMaul,Weapon,Hammer,7500,0.75,22,36,0.12,2,False,,0,,,,False,True,False,A spike maul is similar to a sledgehammer except for having a more narrow face for increased damage.
Streithammer,Streithammer,Weapon,Hammer,98000,0.2,26,94,0.25,2,False,,0,,,,False,True,False,"The streithammer is a fearsome, two-handed war hammer designed for battle, particularly against heavily armored foes. Its solid steel head features a broad, flat face for crushing blows and a sharp, opposing spike for piercing armor or breaking shields."
Bastard Sword,Bastard,Weapon,Longsword,700,0.9,14,10,0.125,2,False,,0,,,,False,True,False,"The bastard sword, also referred to as a hand-and-a-half sword, is a type of longsword that typically requires two hands to wield but can be wielded in one if the need arises."
Changdao,Changdao,Weapon,Longsword,28000,0.5,16,50,0.25,2,False,,0,,,,False,True,False,"A single-edged two-hander over seven feet long, roughly translates to 'long saber'."
Claymore,Claymore,Weapon,Longsword,4200,0.85,20,28,0.15,2,False,,0,,,,False,True,False,"The claymore is a two-handed sword featuring quillons (crossguards between the hilt and the blade) are angled in towards the blade and end in quatrefoils, and a tongue of metal protrudes down either side of the blade."
Executioner's Blade,Executioner,Weapon,Longsword,0,0,20,100,0.4,2,False,,0,,,,True,True,False,"Designed specifically for decapitation, the Executioner's Blade is a large, two-handed sword with a broad blade that is highly efficient at killing."
Flamberge,Flamberge,Weapon,Longsword,61000,0.4,18,62,0.33,2,False,,0,Fire,,,False,True,False,The flamberge is a type of flame-bladed sword featuring a signature wavy blade.
Katana,Katana,Weapon,Longsword,100000,0.2,18,78,0.4,2,False,,0,,,,False,True,False,"The katana is a traditional Japanese sword characterized by its curved, slender, single-edged blade, circular or squared guard, and long grip suitable for two-handed use. Renowned for its sharpness, the katana was crafted with exceptional skill, incorporating a folded steel forging process that produced both resilience and flexibility."
Zweihander,Zweihander,Weapon,Longsword,9500,0.75,18,38,0.2,2,False,,0,,,,False,True,False,"German for 'two-handed', the zweihander is a double-edged, straight blade with a cruciform hilt."
Ninjato,Ninjato,Weapon,Ninja Blade,0,0,5,50,0.5,1,True,,0,,Ninja,,True,True,False,A mythical blade used by ninjas said to be possessed by a demon who steals the soul of those slain by the weapon.
Tanto,Tanto,Weapon,Ninja Blade,44000,0.4,5,28,0.33,1,True,,0,,Ninja,,False,True,False,"A tanto is a double-edged, straight blade, designed primarily as a stabbing weapon, but the edge can be used for slashing as well."
Wakizashi,Wakizashi,Weapon,Ninja Blade,87000,0.2,7,38,0.4,1,True,,0,,Ninja,,False,True,False,"A wakizashi is a curved, single-edged blade with a narrow cross-section, producing a deadly strike."
Bare Hands,NoWeapon,Weapon,None,0,0,0,2,0.025,1,True,,0,,,,False,True,True,Nothing but good ol' lefty and righty.
Framea,Framea,Weapon,Polearm,800,0.9,10,10,0.15,2,False,,0,,,,False,True,False,A type of spear used by the ancient Germanic tribes and is a versatile weapon used in both melee combat and as a projectile.
Gungnir,Gungnir,Weapon,Polearm,0,0,14,96,0.4,2,False,,0,,,,True,True,False,"Legendary spear of the god Odin. Old Norse for ""swaying one""."
Halberd,Halberd,Weapon,Polearm,9000,0.75,15,36,0.25,2,False,,0,,,,False,True,False,A halberd is a two-handed pole weapon consisting of an axe blade topped with a spike mounted on a long shaft.
Naginata,Naginata,Weapon,Polearm,26500,0.5,14,50,0.3,2,False,,0,,,,False,True,False,A naginata consists of a wooden or metal pole with a curved single-edged blade on the end that has a round handguard between the blade and shaft.
Partisan,Partisan,Weapon,Polearm,3500,0.85,12,26,0.2,2,False,,0,,,,False,True,False,"A partisan consists of a spearhead mounted on a long wooden shaft, with protrusions on the sides which aid in parrying sword thrusts."
Ranseur,Ranseur,Weapon,Polearm,95000,0.2,15,76,0.35,2,False,,0,,,,False,True,False,"A ranseur is a polearm characterized by a central spearhead flanked by two outward-curving prongs, giving it a trident-like appearance. Its primary purpose was to parry or entangle an opponent's weapon while still maintaining the thrusting capability of a spear."
Trident,Trident,Weapon,Polearm,57000,0.4,16,62,0.33,2,False,,0,Water,,,False,True,False,"A trident is a 3-pronged spear, the preferred weapon of the Sea god Poseidon."
Baston,Baston,Weapon,Staff,800,0.9,6,8,0.05,2,False,,0,,,,False,True,False,"A baston is a long, light, and flexible staff weapon that is ideal for speed and precision."
Dragon Staff,DragonStaff,Weapon,Staff,0,0,9,70,0.3,2,False,,0,,Wizard; Necromancer; Master Monk; Lycan; Astromancer; Soulcatcher,,True,True,False,"A magic staff, shaped to appear as a dragon."
Holy Staff,HolyStaff,Weapon,Staff,25000,0.5,6,30,0.15,2,False,,0,Holy,Priest; Archbishop,,False,True,False,A staff that emits a holy light. Only equipable by priests and archbishops.
Ironshod Staff,IronshodStaff,Weapon,Staff,4000,0.85,10,18,0.1,2,False,,0,,,,False,True,False,"An iron walking stick, making it ideal for striking."
Khatvanga,Khatvanga,Weapon,Staff,100000,0.2,7,56,0.25,2,False,,0,,,,False,True,False,"A khatvanga is a ritual staff that consists of a wooden or metal shaft adorned with a trident or skull, symbolizing its esoteric nature."
Mithrilshod Staff,MithrilshodStaff,Weapon,Staff,65000,0.4,8,44,0.2,2,False,,0,,,,False,True,False,"A mithril walking stick, making it ideal for striking."
Princess Guard,PrincessGuard,Weapon,Staff,0,0,4,74,0.25,2,False,,0,,Archbishop,,True,True,False,A mythical staff from another world.
Quarterstaff,Quarterstaff,Weapon,Staff,250,0.95,6,4,0.025,2,False,,0,,,,False,True,False,A quarterstaff is a shaft of hardwood about eight feet long fitted with metal tips on each end.
Rune Staff,RuneStaff,Weapon,Staff,27500,0.5,7,36,0.18,2,False,,0,,,,False,True,False,A wooden staff with a magical rune embedded in the handle.
Ruyi Jingu Bang,RuyiJinguBang,Weapon,Staff,0,0,8,72,0.28,2,False,,0,,Master Monk,,True,True,False,A legendary iron staff that changes weight with the wielder's breath and carries chi cleanly through every strike.
Serpent Staff,SerpentStaff,Weapon,Staff,8000,0.75,8,26,0.12,2,False,,0,,,,False,True,False,"A magic staff, shaped to appear as a snake."
Giant's Club,GiantClub,Weapon,Summon,0,0,0,50,0.1,2,False,,0,,,,False,True,False,"A massive club wielded by Patagon, the giant summon creature."
Kobold Dagger,KoboldDagger,Weapon,Summon,0,0,0,50,0.4,1,False,,0,,,,False,True,False,
Scythe,Scythe,Weapon,Summon,0,0,0,80,0.3,2,False,,0,,,,False,True,False,
Vulcan's Hammer,VulcansHammer,Weapon,Summon,0,0,0,45,0.25,2,False,,0,,,,False,True,False,A blacksmith's hammer that allegedly belonged to the fire god Vulcan.
Excalibur,Excalibur,Weapon,Sword,0,0,8,60,0.35,1,True,,0,,,,True,True,False,"The legendary sword of King Arthur, bestowed upon him by the Lady of the Lake."
Excalibur,Excalibur2,Weapon,Sword,0,0,8,60,0.35,1,True,,0,,,,True,True,False,"An upgraded version of the legendary sword of King Arthur, bestowed upon him by the Lady of the Lake."
Falchion,Falchion,Weapon,Sword,90000,0.2,10,46,0.3,1,True,,0,,,,False,True,False,"A falchion is a one-handed sword with a broad, curved blade that is designed to deliver powerful cleaving and chopping blows. Its slight curve and weight distribution make it capable of delivering decisive strikes, while the sturdy design provides balance for quick, fluid attacks."
Jian,Jian,Weapon,Sword,2000,0.85,6,14,0.1,1,True,,0,,,,False,True,False,"A jian is a double-edged straight sword with a guard that protects the wielder from opposing blades,"
Khopesh,Khopesh,Weapon,Sword,47000,0.4,10,36,0.25,1,True,,0,,,,False,True,False,A khopesh is a sickle-shaped sword that evolved from battle axes and that can be used to disarm an opponent.
Rapier,Rapier,Weapon,Sword,125,0.95,5,6,0.075,1,True,,0,,,,False,True,False,A rapier is a slender and sharply pointed two-edged blade with a protective hilt.
Shamshir,Shamshir,Weapon,Sword,21000,0.5,10,28,0.2,1,True,,0,,,,False,True,False,A shamshir has a radically curved blade featuring a slim blade with almost no taper until the very tip.
Talwar,Talwar,Weapon,Sword,5500,0.75,8,20,0.15,1,True,,0,,,,False,True,False,"A talwar is curved, single-edged sword with an iron disc hilt and knucklebow, and a fullered blade."
