Race,Strength,Intelligence,Wisdom,Constitution,Charisma,Dexterity,Base Attack,Base Defense,Base Magic,Base Magic Defense,Fire Resistance,Ice Resistance,Electric Resistance,Water Resistance,Earth Resistance,Wind Resistance,Shadow Resistance,Holy Resistance,Poison Resistance,Physical Resistance,Virtue,Virtue Effect,Sin,Sin Effect,Description,Stage,Available Class
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Thief
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Inquisitor
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Assassin
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Spell Stealer
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Diviner
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Shaman
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",First,Ranger
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Berserker
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Grandmaster of Arms
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Dragoon
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Stalwart Defender
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Wizard
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Knight Enchanter
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Rogue
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Seeker
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Ninja
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Arcane Trickster
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Astromancer
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Soulcatcher
Half Orc,12,10,8,11,8,11,3,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.1,0.0,Patience,"You endure the worst blows, taking reduced damage from critical hits.",Wrath,"Pain can trigger Blind Rage: you keep control, but your aim suffers briefly.","Half orcs are the result of interbreeding between humans and orcs, which while rare does occur. While not a strong as their fullblood brethren, half orcs are much stronger on average than humans. However the stigma related to half orcs makes them far less charismatic, while there inherit bloodlust makes any pursuit of the divine unappealing.",Second,Beast Master
