Race,Strength,Intelligence,Wisdom,Constitution,Charisma,Dexterity,Base Attack,Base Defense,Base Magic,Base Magic Defense,Fire Resistance,Ice Resistance,Electric Resistance,Water Resistance,Earth Resistance,Wind Resistance,Shadow Resistance,Holy Resistance,Poison Resistance,Physical Resistance,Virtue,Virtue Effect,Sin,Sin Effect,Description,Stage,Available Class
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Thief
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Inquisitor
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Assassin
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Spell Stealer
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Cleric
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Priest
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",First,Bard
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Grandmaster of Arms
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Crusader
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Wizard
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Shadowcaster
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Knight Enchanter
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Thaumaturgist
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Rogue
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Seeker
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Ninja
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Arcane Trickster
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Templar
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Hierophant
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Archbishop
Gnome,8,10,12,8,12,10,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,Charity,Your charm opens purses; charisma has a stronger effect on gold outcomes.,Greed,"When you carry too much, the penalties of encumbrance are harsher.","Gnomes are very charismatic, giving them a distinct advantage in money making, vendor relations, and are especially lucky. They are also above average spell caster with a slight affinity toward the divine, giving them a slight resistance to holy spells. Gnomes prefer the civilized world and thus are not found among the ranks of Pathfinders.",Second,Troubadour
